Survey_feedback,sentiment_label,Very Poisitve,Poisitve But Critical,Neutral,Negative,Very Negative
"I made a reservation in June not knowing if I would need 2 or 3 nights for my February stay.  Found out 2 weeks prior, I only need 2 so tried to cancel one night on Thursday and was told I would need to pay 40 more overall to cancel one night and when I said I could see charging me the same total for the 2 nights as 3 (in essence I pay the same whether I stay the 3 nights on my reservation or 2) but not more as I had a reservation for 3 nights and if I showed up Thursday it would be the quoted rate but because I can't check in until Friday I suddenly have to pay what I was paying for 3 nights(even though I'm now staying 2) plus 40 more when you can resell the Thursday night room besides.  The staff was rude, said rates were only going to ho up more and refused my request to speak with a manager to get clarification so I booked elsewhere.  Around 3 days later your rates went to 50 less per night than what my original reservation was for so I switched back only because my event was at your location but if the staff had been kind and honored my rate I would have paid you 50 more a night because I would have no reason to shop around an i would be happy.  I now feel like I was being scammed.
On a side note, the housekeepers were very friendly which is not something you see in many hotels.",Positive,,,,,
"Upon check in we found out that there was a dance competition that weekend which they were all very nice but young girls screaming in the lobby area until 1130-midnight is a bit much. We requested a ""quite room"" but we're given a room that was right on the main street with very loud vehicles driving by and right by the stairs with people going in and out all night all. Multiple issues with our room keys as well.",Positive,,,,,
bigest issue was the restaurant that was attached did not anticipate the big group that we brought in.,Positive,,,,,
The two young women in charge of the event were amazing. They were very helpful and kept coming back to see if I needed anything!,Positive,,,,,
The room temperature was overly warm. we opened the balcony door to cool it down,Positive,,,,,
"I sat on couch and  a liquid came in from below the cushion cover, and my rear end got wet",Positive,,,,,
Counter in room felt dirty and there was a cup between the couch and end table that should have been picked up!,Negative,,,,,
Toilet could have been bigger in the bathroom. The bowl is small for an adult.,Negative,,,,,
"by 5pm my room wasnt ready and i was told that i would be given a text message that it was available, i never received a text message. instead i had to go to the front desk again to see if my room was ready.",Positive,,,,,
It was a very nice stay. The staff were kind and helpful.,Positive,,,,,
"The hotel is just VERY OLD.  Bathroom was clean, but it was worn out.  Water pressure poor, hot water luke warm.  Elevators very slow, the decor very dated.  Needs major update.",Positive,,,,,
"I liked the electronic check in. 
Place was comfortable and modern.",Positive,,,,,
"I attended the Conference last year at the Hyatt, it was a good experience, I expected this year to be the same and it was. Thanks",Positive,,,,,
"The restaurant was not child friendly.  Being a hotel that was marketed as a ""family friendly"" establishment, I was disappointed that there was not a kids menu and a substitution/modification was provided with push back.",Negative,,,,,
Rooms had weird placement of the furniture in it. A bit outdated. The staff at check in and out was so professional and personable.,Negative,,,,,
"Overall great! Food was decent...chicken was dry and completely unseasoned. Minimal salad dressing, but they did bring more when asked. Other than that, everything was truly wonderful.",Positive,,,,,
The parking is very inconvenient.  Having to park across the street when non-paying clients took up parking stalls was not appreciated.,Positive,,,,,
"Love the room, it was fantastic.  Look forward to next trip",Positive,,,,,
We will definitely keep your hotel in mind if we travel to Green Bay in the future.,Positive,,,,,
Room only had 1 bath towel had to call for more towels and wash clothes.,Positive,,,,,
"Only difficulty was parking, but there was another large conference, so it was understandable.",Positive,,,,,
"We were in room 619 and felt there could be more light in the living area, it was fairly dark",Negative,,,,,
"We were in town for my sonâ€™s 4th surgery at Bellin hospital, told by surgery team stay at Hyatt they will honor a discount. No discount honored, told surgery team and they will not recommend hotel to future patients.",Positive,,,,,
We have been staying at this hotel for five years. This stay the highlight was the drastically improved pool conditions!! The lower temperature and less chlorine made swimming a much more enjoyable experience. It was the highlight of our stay.,Positive,,,,,
I have stayed here before with good service. Hairs in the shower and a shower that didn't drain were disappointing for the price of $140/night,Negative,,,,,
"Hotel staff was great, breakfast service was quite slow.",Positive,,,,,
Only had 1 water glass in room. That is not acceptable.,Positive,,,,,
"The lack of parking the first night was inconvenient, and I thought having someone in the area between the check in area and the elevators checking to see if I was a guest was sort of random.",Negative,,,,,
"Parking is not great
Larger vehicles do not fit in Parking structure.",Positive,,,,,
I have stayed once a year for a conference and I have had any problems and I have enjoyed my stay.,Positive,,,,,
Have a â€œreceptionâ€ from 9pm to 11 pm. Arborist conference.  Really ??  Drunks were loud until 1 am !!!  I was so pissed off makes me never want to stay at a Hyatt again â€¦.. in the middle of the atrium where sound carries very clearly and loudly itâ€™s inexcusable in my mind,Negative,,,,,
Great mgr,Positive,,,,,
Everyone was very nice and pleasant to talk to - I only had to talk to anyone at the front desk...,Positive,,,,,
Room is very dated. Crack in bathtub. Check in was not smooth. Booked party on separate floors. Had to downgrade to be near each other.,Negative,,,,,
